ID|Department|Num|Title|Units|Description 
PHYS3600|PHYS|3600|Data Acquisition and Control|2|Semester Prerequisite:  PHYS 2600L, PHYS 3100, PHYS 3300. Quarter Prerequisite: CSE 201, PHYS 150, PHYS 222, and PHYS 373An introduction to computer-based data acquisition, control, and analysis. Topics include instrument control, graphical programming, algorithm development, feedback control algorithms, and computer-based data analysis. One hour lecture and three hours laboratory. Materials fee required. Formerly PHYS 350; students may not earn credit for both courses.
PHYS3800|PHYS|3800|Intermediate Physics Laboratory|2|Semester Prerequisite:  PHYS 3300, PHYS 2700, PHYS 2600L. Prerequisite: CSE 201, PHYS 225, PHYS 150Semester Corequisite:  PHYS 2700, PHYS 2600LSeminal experiments in physics. Topics include modern scientific instrumentation, probability and statistics, and data and error analysis techniques. Development of written and oral communication skills. One hour lecture and three hours laboratory. Materials fee required.
PHYS4400|PHYS|4400|Electricity & Magnetism II|3|Semester Prerequisite:  PHYS 3400 with grade of C- or better. Quarter Prerequisite: PHYS 313 with grade of C- or betterA continuing study of classical electromagnetic fields and applications of Maxwell's equations. Topics may include electrodynamics in media, gauge invariance, electromagnetic waves, radiation, and special relativity. Formerly PHYS 314; students may not earn credit for both courses.
PHYS4600|PHYS|4600|Electronics|3|Semester Prerequisite:  PHYS 3600. Quarter Prerequisite: PHYS 350 and PHYS 373Electronics for science and engineering. Topics may include modular circuit design, linear systems theory, electronic design software, high frequency techniques, communication theory, and control theory. Two hours lecture and three hours laboratory. Materials fee required. Formerly PHYS 352; students may not earn credit for both courses.
PHYS4700|PHYS|4700|Quantum Mechanics|4|Semester Prerequisite:  PHYS 2700, PHYS 3100, PHYS 3200, and PHYS 3400 with grades of C- or better in each course. Quarter Prerequisite: MATH 331, PHYS 225, PHYS 373, PHYS 313, and PHYS 306 with a grade of C- or better in each courseQuantum mechanics presented in the Dirac formalism. Topics include spin and orbital angular momentum, two-level systems, time evolution, the harmonic oscillator, and the hydrogen atom. Formerly PHYS 421, students may not earn credit for both courses.
PHYS4800|PHYS|4800|Senior Thesis|2|Semester Prerequisite:  PHYS 3800, PHYS 3200, and PHYS 3400. Quarter Prerequisite: PHYS 306 and PHYS 313Culminating laboratory experience in physics includes working in groups to select, design, perform, and analyze an experiment. Presentations throughout the course using multiple methods of written and oral communication. Counts towards the General Education Writing Intensive (WI) requirement. One hour lecture and three hours laboratory.
PHYS4851|PHYS|4851|Special Topics in Physics|1|A lecture course on a specialized topic in physics. May be repeated for credit as topics change.  Department consent required. Formerly PHYS 485A.
PHYS4851|PHYS|4851|Special Topics in Physics Laboratory|1|A laboratory course to coincide with a special topics lecture course.  May be repeated for credit as topics change. Department consent required. Materials fee required.
PHYS4852|PHYS|4852|Special Topics in Physics|2|A lecture course on a specialized topic in physics. May be repeated for credit as topics change. Department consent required. Formerly PHYS 485B.
PHYS4852|PHYS|4852|Special Topics in Physics Laboratory|2|A laboratory course to coincide with a special topics lecture course.  May be repeated for credit as topics change. Department consent required. Materials fee required.
PHYS4853|PHYS|4853|Special Topics in Physics|3|A lecture course on a specialized topic in physics. May be repeated for credit as topics change. Department consent required. Formerly PHYS 485C.
PHYS5100|PHYS|5100|Mathematical Methods of Physics II|3|Semester Prerequisite:  PHYS 3100. Quarter Prerequisite: PHYS 373Topics may include functions of a complex variable, tensor analysis, Hilbert spaces, Bayesian statistics, and group theory. Emphasis on techniques applicable to the problems of physics and engineering. Formerly PHYS 473. Students may not earn credit for both courses.
PHYS5400|PHYS|5400|Optics|3|Semester Prerequisite:  PHYS 4400. Quarter Prerequisite: PHYS 314Applications of propagating electromagnetic fields to optical systems. Topics may include physical optics, holography, adaptive optics, lasers, quantum optics, photonics, and non-linear optics. Formerly PHYS 315. Students may not earn credit for both courses.
PHYS5500|PHYS|5500|Solid State Physics|3|Semester Prerequisite:  Required: PHYS 2700 and PHYS 3100 or consent of instructor; Recommended: PHYS 3500 and PHYS 4700An introduction to solid state physics, including structural, electrical, and thermal properties. Topics may include crystal structure, bonding, phonons, electronic states, band structure, and nanomaterials. Formerly PHYS 450. Students may not earn credit for both courses.
PHYS5700|PHYS|5700|Quantum Mechanics II|3|Semester Prerequisite:  PHYS 4700 with a grade of C or better. Quarter Prerequisite: PHYS 421 with a grade of C or betterContinued study of the principles of quantum mechanics introduced in PHYS 4700. Topics may include perturbation theory, density functional theory, exchange interactions, scattering, and path integrals. Formerly PHYS 422, students may not earn credit for both courses.
PHYS5751|PHYS|5751|Internship|1|Supervised work and study in private or public setting. May be repeated for credit. Department consent required. Graded credit/no credit. Only 3 units of PHYS 5751-5753 may be counted towards the Physics degree. Formerly PHYS 585D.
PHYS5752|PHYS|5752|Internship|2|Supervised work and study in private or public setting. May be repeated for credit. Department consent required. Graded credit/no credit. Only 3 units of PHYS 5751-5753 may be counted towards the Physics degree. Formerly PHYS 585B.
PHYS5753|PHYS|5753|Internship|3|Supervised work and study in private or public setting. May be repeated for credit. Department consent required. Graded credit/no credit. Only 3 units of PHYS 5751-5753 may be counted towards the Physics degree. Formerly PHYS 585C.
PHYS5851|PHYS|5851|Special Topics in Physics|1|A lecture course on a specialized topic in physics. May be repeated for credit as topics change.  Department consent required.
PHYS5851|PHYS|5851|Special Topics in Physics Laboratory|1|A laboratory course to coincide with a special topics lecture course. May be repeated for credit as topics change. Department consent required. Materials fee required.
PHYS5852|PHYS|5852|Special Topics in Physics|2|A lecture course on a specialized topic in physics. May be repeated for credit as topics change.  Department consent required.
PHYS5852|PHYS|5852|Special Topics in Physics Laboratory|2|A laboratory course to coincide with a special topics lecture course. May be repeated for credit as topics change. Department consent required. Materials fee required.
PHYS5853|PHYS|5853|Special Topics in Physics|3|A lecture course on a specialized topic in physics. May be repeated for credit as topics change.  Department consent required.
PHYS5951|PHYS|5951|Independent Study|1|Investigations conducted under the direction of a faculty member. PHYS 5951-5953 may be repeated for credit up to a total of 6 units. Department consent required. Only 3 units of PHYS 5951-5953 may be counted towards the Physics degree. Formerly PHYS 595A.
PHYS5952|PHYS|5952|Independent Study|2|Investigations conducted under the direction of a faculty member. PHYS 5951-5953 may be repeated for credit up to a total of 6 units. Department consent required. Only 3 units of PHYS 5951-5953 may be counted towards the Physics degree. Formerly PHYS 595B.
PHYS5953|PHYS|5953|Independent Study|3|Investigations conducted under the direction of a faculty member. PHYS 5951-5953 may be repeated for credit up to a total of 6 units. Department consent required. Only 3 units of PHYS 5951-5953 may be counted towards the Physics degree. Formerly PHYS 595C.
PSCI2030|PSCI|2030|Government of the United States|3|Political structure and processes of the American governmental system. This course meets the state code requirements in U.S. Constitution and state and local government. Satisfies GE category D1. Formerly offered as PSCI 203.
PSCI2030|PSCI|2030|Government of the United States--Honors|3|Quarter Prerequisite:  admission to University Honors ProgramExamination of the political structure and processes of the American governmental system, including study of primary documents. This course meets the state code requirements in U.S. Constitution and state and local government. Satisfies GE category D1.
PSCI2040|PSCI|2040|International Relations|3|A survey of major regions and ideologies of the world, and of the basic concepts of foreign and security policies, international political economy, international law, and international organizations. Formerly offered as PSCI 204.
PSCI3000|PSCI|3000|Western Political Systems|3|Comparative examination of domestic and foreign politics of Western countries, with an emphasis on European states. Formerly offered as PSCI 300.
PSCI3010|PSCI|3010|African Politics|3|Comparative examination of domestic and foreign politics of African governments. Formerly offered as PSCI 301.
PSCI3040|PSCI|3040|East European Political Systems|3|Comparative examination of the domestic and foreign policies of East European states. Formerly offered as PSCI 304.
PSCI3050|PSCI|3050|East Asian Politics|3|Comparative examination of domestic and foreign politics of East Asian governments. Formerly offered as PSCI 305.
PSCI3060|PSCI|3060|Latin American Politics|3|Comparative examination of domestic politics and foreign policies of Latin American governments.  Formerly offered as PSCI 306.
PSCI3080|PSCI|3080|Government and Politics of the Middle East|3|Governmental and political structures of representative states in the Middle East, including Turkey, Israel, and the Arab States. Formerly offered as PSCI 308.
PSCI3100|PSCI|3100|Classical Political Thought|3|Classical political thought through a consideration of representative political thinkers such as Plato, Aristotle, Thucydides, Cicero, Lucretius. Formerly offered as PSCI 310.
PSCI3110|PSCI|3110|Foundations of Modern Political Thought|3|Major political ideas of the early modern period ranging from Machiavelli through Hobbes, Locke, Rousseau and Burke. Formerly offered as PSCI 311.
PSCI3130|PSCI|3130|Modern Political Thought|3|Major political ideas of the nineteenth century. Formerly offered as PSCI 313.
PSCI3140|PSCI|3140|American Political Thought|3|American political ideas from the colonial period to the present. This course meets the state code requirement in U.S. history. Formerly offered as PSCI 314.
PSCI3150|PSCI|3150|Post Modern Political Thought|3|Major political ideas of the twentieth century. Formerly offered as PSCI 315.
PSCI3200|PSCI|3200|The Legislative Process|3|Law-making processes in the United States and/or other selected political systems.  Formerly offered as PSCI 320.
PSCI3250|PSCI|3250|American Foreign Policy|3|Political analysis of American foreign policy with emphasis on foreign policy making in the nuclear age. Formerly offered as PSCI 325.
PSCI3260|PSCI|3260|Political Parties and Interest Groups|3|Organization, objectives and activities of political parties and political interest groups and their functions in modern political systems. Formerly offered as PSCI 326.
PSCI3280|PSCI|3280|Judicial Process|3|Process of judicial decision-making with emphasis on factors influencing that process and concepts of judicial roles.  Formerly offered as PSCI 328.
PSCI3300|PSCI|3300|State and Local Politics|3|Comparison of state and local political systems within the American Federal System. This course meets the state code requirement in state and local government. Formerly PSCI 330.
PSCI3400|PSCI|3400|Sex and Politics|3|Emphasis will be on sex roles in traditional and modern political systems, sex stereotypes in politics; effects of changing technology on conventional male and female roles; dynamics of change affecting the woman's place in the political world. Formerly offered as PSCI 340.
PSCI3520|PSCI|3520|Minority Politics: Ethnic Politics|3|Ethnic groups in the American political system.  Formerly offered as PSCI 352A.
PSCI3521|PSCI|3521|Minority Politics: African American Politics|3|African-Americans in the U.S. political system. Formerly offered as PSCI 352B .
PSCI3522|PSCI|3522|Minority Politics: Latino Politics|3|Latinos in the American political system. Formerly offered as PSCI 352C.
PSCI3523|PSCI|3523|Minority Politics: Asian American Politics|3|Asian-Americans in the American political system. Formerly offered as PSCI 352D.
PSCI3524|PSCI|3524|Minority Politics: Native American Politics|3|Native Americans in the U.S. political system. Formerly offered as PSCI 352E.
PSCI3800|PSCI|3800|Introduction to Public Administration|3|An introduction to the purposes, methods and characteristics of public management, including organization of public services, roles and relationships of public administrators, accountability and the achievement of public goals. Formerly offered as PSCI 380 and PA 380.
PSCI4000|PSCI|4000|International Politics|3|Selected theories and evolving patterns of international politics as developed within the nation-state system. Formerly offered as PSCI 400.
PSCI4100|PSCI|4100|American Constitutional Law|3|Principles of the American Constitution as announced by the Supreme Court in selected cases. Judicial review, separation of powers, presidential power, federalism and commerce are included. This course meets the state code requirement in the U.S. Constitution. Formerly offered as PSCI 410.
PSCI4110|PSCI|4110|The Bill of Rights|3|Limitation on federal and state power arising out of the provisions of the first eight and the 14th Amendments to the Constitution. Modern developments are stressed. This course meets the state code requirement in the U.S. Constitution. Formerly offered as PSCI 411.
PSCI4120|PSCI|4120|Civil Rights|3|Jurisprudence of the 13th, 14th and 15th Amendments as articulated by the U.S. Supreme Court. Formerly offered as PSCI 412.
PSCI4310|PSCI|4310|The American Presidency|3|Office and institution of the presidency of the United States. Formerly offered as PSCI 431.
PSCI4400|PSCI|4400|Public Opinion|3|Exploration of causes of political opinions and their role in political participation and government. Includes interpretation of public opinion polls.
PSCI4840|PSCI|4840|National Security Policy|3|Introduction to concepts and principles of national security policy through an examination of topics in international relations, foreign policy, arms control, strategic thought and alliance strategy. Formerly offered as PSCI 484.
PSCI5000|PSCI|5000|International Law|3|Historical basis and present trends in the development of international law. Formerly offered as PSCI 500.
PSCI5100|PSCI|5100|International Organization|3|History, structure and dynamics of the United Nations and other multi-national organizations. Formerly offered as PSCI 510.
PSCI5200|PSCI|5200|War and Politics|3|The study of the origins and political consequences of war. Formerly offered as PSCI 520.
PSCI5250|PSCI|5250|Constitutional Interpretation|3|Examination of theories and approaches to constitutional interpretation. Formerly offered as PSCI 525.
PSCI5280|PSCI|5280|Formulation of Public Policy|3|Approaches to public policy analysis, emphasizing interaction between substance and process in policy development. Formerly offered as PSCI 528.
PSCI5300|PSCI|5300|Studies in Political Theory|3|Concentrated study of one political theorist or one subject in political theory. May be repeated for credit as topics change. Formerly offered as PSCI 530.
PSCI5350|PSCI|5350|Seminar in Constitutional Law|3|Intensive study in one or more aspects of constitutional law. May be repeated as topics change. Formerly offered as PSCI 535.
PSCI5400|PSCI|5400|Seminar in Comparative Politics|3|Theories, methods, and paradigms of comparative politics. May be repeated as topics change. Formerly offered as PSCI 540.
PSCI5751|PSCI|5751|Internship in Political Science|1|Quarter Prerequisite:  Consent of instructor and departmentSupervised work and study in public and private organizations. Requires weekly meetings of at least one hour. May be repeated for six times for six units. A total of six units in PSCI 5751, PSCI 5752, and PSCI 5753 may be applied toward graduation. Graded credit/no credit.
PSCI5752|PSCI|5752|Internship in Political Science|2|Quarter Prerequisite:  consent of instructor and departmentSupervised work and study in public and private organizations. Requires weekly meetings of at least two hours. May be taken three times for six units.. A total of six units in PSCI 5751, PSCI 5752, and PSCI 5753 may be applied toward graduation. Department consent required. Graded credit/no credit. Formerly offered as PSCI 575C.
PSCI5753|PSCI|5753|Internship in Political Science|3|Quarter Prerequisite:  Consent of instructor and departmentSupervised work and study in public and private organizations. Requires weekly meetings of at least three hours. May be taken twice for six units. A total of six units in PSCI 5751, PSCI 5752, and PSCI 5753 may be applied toward graduation. Graded credit/no credit.
PSCI5900|PSCI|5900|Seminar in International Relations|3|Intensive study of some phase of foreign policy-making or international relations to be developed by instructor with class. May be repeated for credit as topics change. Formerly offered as PSCI 590.
PSCI5920|PSCI|5920|Seminar in Government|3|An intensive study of some phase of government to be developed by instructor with class. May be repeated for credit as topics change. Formerly offered as PSCI 592.
PSCI5951|PSCI|5951|Independent Study|1|Quarter Prerequisite:  A minimum overall grade point average of 3Special topics involving library and/or field research. May be taken six times for six units. A total of six units in PSCI 5951, PSCI 5952, and PSCI 5953 may be applied toward graduation. Consent of instructor and departmental approval of a written proposal for a project submitted by the first week of the semester in which the course is to be taken. Formerly PSCI 595B.
PSCI5952|PSCI|5952|Independent Study|2|Quarter Prerequisite:  a minimum overall grade point average of 3Special topics involving library and/or field research. Requires weekly meetings of at least two hours. May be taken three times for six units. A total of six units in PSCI 5951, PSCI 5952, and PSCI 5953 may be applied toward graduation. Consent of instructor and departmental approval of a written proposal for a project submitted by the first week of the semester in which the course is to be taken.
PSCI5953|PSCI|5953|Independent Study|3|Quarter Prerequisite:  A minimum overall grade point average of 3Special topics involving library and/or field research. Requires weekly meetings of at least three hours. May be taken two times for six units. A total of six units in PSCI 5951, PSCI 5952, and PSCI 5953 may be applied toward graduation. Consent of instructor and departmental approval of a written proposal for a project submitted by the first week of the semester in which the course is to be taken.
PSCI5970|PSCI|5970|Senior Honors Thesis|3|In-depth research culminating in a written thesis. Written proposals may be submitted by seniors with a 3.5 grade point average in all political science courses. Enrollment is limited to those students whose proposals are approved by a faculty member with consent of the chair. Requires weekly meetings of at least three hours. May be taken two times for six units. Formerly offered as PSCI 595D.
PSCI6000|PSCI|6000|Theory and History of Strategy|3|Seminar on strategy and conflict throughout history with emphasis on contemporary concerns in a nuclear-armed world. Formerly offered as PSCI 600.
PSCI6010|PSCI|6010|Strategic Systems and Strategic Thought|3|Evolution of strategic thought, policy, doctrine and force structure relative to national security objectives. Formerly offered as PSCI 601.
PSCI6020|PSCI|6020|International Security|3|Seminar on international security and the theories that inform our analysis of contemporary national and international security problems. Formerly offered as PSCI 602.
PSCI6030|PSCI|6030|Cyber Security and Cyber Warfare|3|Examination of cyberspace as a domain of war and conflict used by state and non-state actors. Formerly offered as PSCI 603.
PSCI6040|PSCI|6040|Seminar in International Law|3|Survey of the literature and a study of the Law of the Sea, Aerospace Law, and International Regulation of the Use of Force. Formerly offered as PSCI 604.
PSCI6050|PSCI|6050|Topics in Strategy:|3|Intensive study of a specific phase or area of defense strategy developed by the instructor. May be taken two times for six units, as topics change. Formerly offered as PSCI 605.
PSCI6060|PSCI|6060|Analysis of International Terrorism|3|Seminar on patterns of international terrorism and the analysis of terrorist groups. Formerly offered as PSCI 606.
PSCI6090|PSCI|6090|International Relations Theory|3|An examination of the theoretical literature on international relations, including issues of war and peace, foreign relations, and international security. Formerly offered as PSCI 609.
PSCI6100|PSCI|6100|Proseminar in Political Science|2|Quarter Prerequisite:  consent of instructorSurvey of the concepts and ideas that political scientists study, how they approach the study of political phenomena, and what methods they employ in their analysis. Formerly known as PSCI 610.
PSCI6110|PSCI|6110|Regional Security of Eurasia|3|Strategic factors in Russia and other post-Soviet states, with emphasis on the relations between the military and society. Formerly offered as PSCI 611.
PSCI6120|PSCI|6120|African Security|3|Examination of security and defense issues of Africa. Formerly offered as PSCI 612.
PSCI6130|PSCI|6130|Middle East Security|3|Middle East security, including its political, military, ideological, and economic components. Formerly offered as PSCI 613.
PSCI6140|PSCI|6140|Regional Security of East Asia|3|Strategic factors in East Asia, with emphasis on the relationships between politics and military factors. Formerly offered as PSCI 614.
PSCI6200|PSCI|6200|Understanding Intelligence Failure|3|Examination of surprise attacks and the problem of intelligence failure. Formerly offered as PSCI 620.
PSCI6210|PSCI|6210|Intelligence Assessments and Estimates|3|Seminar on strategic and tactical intelligence assessment and estimates. Formerly offered as PSCI 621.
PSCI6220|PSCI|6220|Arms Control|3|The background, history, development, and theory of arms control. Formerly offered as PSCI 622.
PSCI6240|PSCI|6240|Politics of National Security|3|Examination of the influence of American political institutions and processes on U.S. national security strategy. Formerly offered as PSCI 624.
PSCI6250|PSCI|6250|American Foreign Policy|3|Seminar on contemporary American foreign policy. Formerly offered as PSCI 625.
PSCI6973|PSCI|6973|Thesis|3|Quarter Prerequisite:  completion of coursework and consent of thesis committeeSupervised research. Formerly offered as PSCI 699.
PSCI6980|PSCI|6980|Comprehensive Examination|0|Quarter Prerequisite:  advancement to candidacy, approval of department, completion of course work in the masters program and in good academic standingAn assessment of the student's ability to integrate knowledge of the area, show critical and independent thinking and demonstrate mastery of the subject matter. Graded Credit/No Credit.  Department consent required. Formerly known as PSCI 999.
PSCI6990|PSCI|6990|Continuous Enrollment for Graduate Candidacy Standing|0|Quarter Prerequisite:  advancement to candidacy and approval of program graduate coordinator or, if an interdisciplinary studies major, consent of the Dean of Graduate StudiesIndependent study leading to completion of requirements (other than course work) for the master's degree. To retain classified standing in the master's program, a student must enroll in a Continuous Enrollment for Graduate Candidacy Standing course each quarter until the project or thesis is accepted or the comprehensive examination passed. Students who enroll through the university have full use of all university facilities. See Culminating Experience: Exam, Thesis, or Project in Graduate Degree and Program Requirements section of the Bulletin of Courses. Continuous Enrollment for Graduate Candidacy Standing is a variable unit course, see fee schedule in the Financial Information section of the Bulletin of Courses. Earned units are not degree-applicable nor will they qualify for financial aid.
PSCI6991|PSCI|6991|Continuous Enrollment for Graduate Candidacy Standing|1|Quarter Prerequisite:  Advancement to candidacy and approval of program graduate coordinator or, if an interdisciplinary studies major, consent of the Dean of Graduate StudiesIndependent study leading to completion of requirements (other than course work) for the master's degree. To retain classified standing in the master's program, a student must enroll in a Continuous Enrollment for Graduate Candidacy Standing course each quarter until the project or thesis is accepted or the comprehensive examination passed. Students who enroll through the university have full use of all university facilities. See Culminating Experience: Exam, Thesis, or Project in Graduate Degree and Program Requirements section of the Bulletin of Courses. Continuous Enrollment for Graduate Candidacy Standing is a variable unit course, see fee schedule in the Financial Information section of the Bulletin of Courses. Earned units are not degree-applicable nor will they qualify for financial aid.
PSCI6992|PSCI|6992|Continuous Enrollment for Graduate Candidacy Standing|2|Quarter Prerequisite:  advancement to candidacy and approval of program graduate coordinator or, if an interdisciplinary studies major, consent of the Dean of Graduate StudiesIndependent study leading to completion of requirements (other than course work) for the master's degree. To retain classified standing in the master's program, a student must enroll in a Continuous Enrollment for Graduate Candidacy Standing course each quarter until the project or thesis is accepted or the comprehensive examination passed. Students who enroll through the university have full use of all university facilities. See Culminating Experience: Exam, Thesis, or Project in Graduate Degree and Program Requirements section of the Bulletin of Courses. Continuous Enrollment for Graduate Candidacy Standing is a variable unit course, see fee schedule in the Financial Information section of the Bulletin of Courses. Earned units are not degree-applicable nor will they qualify for financial aid.
PSCI6993|PSCI|6993|Continuous Enrollment for Graduate Candidacy Standing|3|Quarter Prerequisite:  advancement to candidacy and approval of program graduate coordinator or, if an interdisciplinary studies major, consent of the Dean of Graduate StudiesIndependent study leading to completion of requirements (other than course work) for the master's degree. To retain classified standing in the master's program, a student must enroll in a Continuous Enrollment for Graduate Candidacy Standing course each quarter until the project or thesis is accepted or the comprehensive examination passed. Students who enroll through the university have full use of all university facilities. See Culminating Experience: Exam, Thesis, or Project in Graduate Degree and Program Requirements section of the Bulletin of Courses. Continuous Enrollment for Graduate Candidacy Standing is a variable unit course, see fee schedule in the Financial Information section of the Bulletin of Courses. Earned units are not degree-applicable nor will they qualify for financial aid.
PSCI6994|PSCI|6994|Continuous Enrollment for Graduate Candidacy Standing|4|Quarter Prerequisite:  advancement to candidacy and approval of program graduate coordinator or, if an interdisciplinary studies major, consent of the Dean of Graduate StudiesIndependent study leading to completion of requirements (other than course work) for the master's degree. To retain classified standing in the master's program, a student must enroll in a Continuous Enrollment for Graduate Candidacy Standing course each quarter until the project or thesis is accepted or the comprehensive examination passed. Students who enroll through the university have full use of all university facilities. See Culminating Experience: Exam, Thesis, or Project in Graduate Degree and Program Requirements section of the Bulletin of Courses. Continuous Enrollment for Graduate Candidacy Standing is a variable unit course, see fee schedule in the Financial Information section of the Bulletin of Courses. Earned units are not degree-applicable nor will they qualify for financial aid.
PSCI6995|PSCI|6995|Continuous Enrollment for Graduate Candidacy Standing|5|Quarter Prerequisite:  advancement to candidacy and approval of program graduate coordinator or, if an interdisciplinary studies major, consent of the Dean of Graduate StudiesIndependent study leading to completion of requirements (other than course work) for the master's degree. To retain classified standing in the master's program, a student must enroll in a Continuous Enrollment for Graduate Candidacy Standing course each quarter until the project or thesis is accepted or the comprehensive examination passed. Students who enroll through the university have full use of all university facilities. See Culminating Experience: Exam, Thesis, or Project in Graduate Degree and Program Requirements section of the Bulletin of Courses. Continuous Enrollment for Graduate Candidacy Standing is a variable unit course, see fee schedule in the Financial Information section of the Bulletin of Courses. Earned units are not degree-applicable nor will they qualify for financial aid.
PSCI6996|PSCI|6996|Continuous Enrollment for Graduate Candidacy Standing|6|Quarter Prerequisite:  advancement to candidacy and approval of program graduate coordinator or, if an interdisciplinary studies major, consent of the Dean of Graduate StudiesIndependent study leading to completion of requirements (other than course work) for the master's degree. To retain classified standing in the master's program, a student must enroll in a Continuous Enrollment for Graduate Candidacy Standing course each quarter until the project or thesis is accepted or the comprehensive examination passed. Students who enroll through the university have full use of all university facilities. See Culminating Experience: Exam, Thesis, or Project in Graduate Degree and Program Requirements section of the Bulletin of Courses. Continuous Enrollment for Graduate Candidacy Standing is a variable unit course, see fee schedule in the Financial Information section of the Bulletin of Courses. Earned units are not degree-applicable nor will they qualify for financial aid.
PORT1111|PORT|1111|Language Study I: Portuguese|3|Introduction to a language not offered as a major or minor. Fundamentals of pronunciation, structure and culture designed to develop the ability to use and understand the language. Formerly FLAN 101D. Materials fee required.
PORT1112|PORT|1112|Language Study II: Portuguese|3|Semester Prerequisite:  PORT 1111 (formerly FLAN 101D) or 2 years high school language study, placement exam, equivalent college-level course or consent of department.  Quarter Prerequisite: FLAN 101D or 2 years high school language study, placement exam, equivalent college-level course (1111) or consent of departmentIntermediate study in a language not offered as a major or minor. Emphasis on oral and written competency at the intermediate level in a cultural context. May be repeated for credit as topics change. Satisfies GE category C2; DI designation; G designation. Formerly FLAN 103D. Materials fee required.
PSYC1100|PSYC|1100|Introduction to Psychology|3|A survey of the field of modern psychology. Topics include the neurological bases of behavior and mental experience; learning and memory; sensation and perception; consciousness and higher-order thinking (problem-solving, reasoning, decision-making); the emotions and motivation; social aspects of behavior; human development, and psychological disorders and treatments. Satisfies GE Category D3. Formerly PSYC 100.
PSYC1101|PSYC|1101|Psychology as a Major|2|Semester Prerequisite:  PSYC 1100. Quarter Prerequisite: PSYC 100An introduction to the psychology major at CSUSB including different areas of specialization and professional activities of psychologists. This is an online course. Graded credit/no credit. Formerly offered as PSYC 101.
PSYC1105|PSYC|1105|Critical Thinking in Everyday Life|3|Development of basic skills in critical thinking including identifying and understanding common fallacies, recognizing techniques of persuasion and propaganda, problem solving strategies, decision-making, and applying skills of critical thinking to the complex issues of everyday life. Satisfies GE Category A3. Formerly offered as PSYC 105.
PSYC1115|PSYC|1115|Personal Adjustment and Growth|3|Application of psychological principles to predictable challenges and problems over the life span. Explores opportunities for adjustment and growth in a variety of circumstances, such as family and college life. May not be counted toward fulfillment of requirements in the psychology major. Satisfies GE Category E. Formerly offered as PSYC 115.
PSYC1120|PSYC|1120|Career Development|1|Examination of theories of career development and exploration of career aspirations and goals, including self assessments. Formerly offered as PSYC 120.
PSYC2201|PSYC|2201|Developmental Psychology|3|Semester Prerequisite:  PSYC 1100. Quarter Prerequisite: PSYC 100Introduction to the psychological development of the person from the prenatal period through old age. Formerly offered as PSYC 201.
PSYC2210|PSYC|2210|Psychological Statistics|4|Semester Prerequisite:  GE B4 Math/Quantitative Reasoning and PSYC 1100Introduction to statistical reasoning and application of basic statistical procedures in psychology. Includes both descriptive and inferential statistics with emphasis on parametric techniques. Three hours lecture and two hours of laboratory. Materials fee required. Formerly offered as PSYC 210.
PSYC2211|PSYC|2211|Introduction to Psychological Research|3|Semester Prerequisite:  PSYC 1100Introduction to the science of psychology and its research methods. Topics include the philosophy of science, scientific thinking and reasoning, correlation vs. causation, threats to validity, formulating testable research questions and hypotheses, basic concepts of research design, and research ethics.
PSYC2220|PSYC|2220|Brain and Behavior|3|Semester Prerequisite:  PSYC 1100Introduction to brain science, including nervous system structure, function, and interaction with other biological systems. Examination of the complex relations among biology, cognition, and behavior.
PSYC3300|PSYC|3300|Positive Psychology|3|Exploration of theories and empirical research related to positive psychology. Topics include values, human strengths, health, positive thinking, happiness, gratitude, and close relationships. Formerly offered as PSYC 300. Semester Prerequisite: PSYC 1100.
PSYC3301|PSYC|3301|Psychology of Human Sexuality|3|Theory and empirical findings from the areas of clinical, developmental, evolutionary, physiological, and social psychology as they apply to human sexual psychology and behavior. Formerly offered as PSYC 301. Semester Prerequisite: PSYC 1100.
PSYC3303|PSYC|3303|Parenting and Family Relations|3|Semester Prerequisite:  PSYC 2201 or PSYC/CD 2240. Quarter Prerequisite: PSYC 201 or HD 240Effects of parenting and intra-family relations on child and life-span psychological development. Formerly offered as PSYC 303.
PSYC3305|PSYC|3305|Language Development|3|Semester Prerequisite:  PSYC 2201 or PSYC/CD 2240. Quarter Prerequisite: PSYC 201 or PSYC/HD 240An introduction to theory and research on the psychological study of language and language development. Topics include speech perception, phonology, morphology, semantics, syntax, and pragmatics. Formerly offered as PSYC 305.
PSYC3311|PSYC|3311|Research Methods in Psychology|4|Semester Prerequisite:  Must have completed PSYC 2210 and PSYC 2211, each with a grade of C or better. Restricted to Psychology and Child Development majors, or consent of department. Quarter Prerequisite: PSYC 100 and 210; restricted to psychology majors, human development majors, or consent of departmentDesign and execution of psychological research. Three hours lecture and three hours laboratory. Materials fee required. Formerly offered as PSYC 311.
PSYC3318|PSYC|3318|Health Psychology|3|Semester Prerequisite:  PSYC 1100. Quarter Prerequisite: PSYC 100Examination of psychological aspects of health related behaviors with emphasis on the effects of interpersonal and social psychological factors on physical health and effective medical care. Formerly offered as PSYC 318.
PSYC3325|PSYC|3325|Development of Intimate Relationships|3|Exploration of intimate relationship formation, maintenance, and termination with emphasis on theory and empirical research. Topics include attraction, communication, love, sex, power, and conflict. Formerly offered as HD 550. Semester Prerequisite: PSYC 1100.
PSYC3326|PSYC|3326|Developmental Psychobiology|3|Psychobiological bases of human behavioral development throughout childhood. Formerly offered as PSYC/HD 324 and PSYC 3324.
